sn,name,price
949,Banana,65.00
950,Banana,65.00
951,Banana,65.00
952,Banana,65.00
953,Banana,65.00
954,Banana,65.00
955,Banana,65.00
956,Banana,65.00
957,Banana,65.00
958,Banana,75.00
959,Banana,75.00
960,Banana,75.00
961,Banana,75.00
962,Banana,75.00
963,Banana,95.00
964,Banana,95.00
965,Banana,85.00
966,Banana,65.00
967,Banana,65.00
968,Banana,65.00
969,Banana,65.00
970,Banana,65.00
971,Banana,65.00
972,Banana,75.00
973,Banana,75.00
974,Banana,75.00
975,Banana,75.00
976,Banana,75.00
977,Banana,75.00
978,Banana,75.00
979,Banana,75.00
980,Banana,75.00
981,Banana,75.00
982,Banana,75.00
983,Banana,75.00
984,Banana,75.00
985,Banana,75.00
986,Banana,75.00
987,Banana,75.00
988,Banana,75.00
989,Banana,75.00
990,Banana,75.00
991,Banana,75.00
992,Banana,75.00
993,Banana,75.00
994,Banana,75.00
995,Banana,75.00
996,Banana,75.00
997,Banana,75.00
998,Banana,75.00
999,Banana,75.00
1000,Banana,75.00
1001,Banana,75.00
1002,Banana,75.00
1003,Banana,75.00
1004,Banana,75.00
1005,Banana,75.00
1006,Banana,75.00
1007,Banana,75.00
1008,Banana,75.00
1009,Banana,75.00
1010,Banana,75.00
1011,Banana,75.00
1012,Banana,75.00
1013,Banana,75.00
1014,Banana,75.00
1015,Banana,75.00
1016,Banana,75.00
1017,Banana,75.00
1018,Banana,75.00
1019,Banana,75.00
1020,Banana,75.00
1021,Banana,75.00
1022,Banana,75.00
1023,Banana,75.00
1024,Banana,75.00
1025,Banana,75.00
1026,Banana,75.00
1027,Banana,75.00
1028,Banana,75.00
1029,Banana,75.00
1030,Banana,75.00
1031,Banana,75.00
1032,Banana,75.00
1033,Banana,75.00
1034,Banana,75.00
1035,Banana,75.00
1036,Banana,75.00
1037,Banana,75.00
1038,Banana,75.00
1039,Banana,75.00
1040,Banana,75.00
1041,Banana,75.00
1042,Banana,85.00
1043,Banana,75.00
1044,Banana,75.00
1045,Banana,75.00
1046,Banana,75.00
1047,Banana,75.00
1048,Banana,75.00
1049,Banana,75.00
1050,Banana,75.00
1051,Banana,75.00
1052,Banana,75.00
1053,Banana,75.00
1054,Banana,75.00
1055,Banana,75.00
1056,Banana,75.00
1057,Banana,75.00
1058,Banana,75.00
1059,Banana,75.00
1060,Banana,75.00
1061,Banana,75.00
1062,Banana,75.00
1063,Banana,75.00
1064,Banana,75.00
1065,Banana,75.00
1066,Banana,75.00
1067,Banana,75.00
1068,Banana,75.00
1069,Banana,75.00
1070,Banana,75.00
1071,Banana,75.00
1072,Banana,75.00
1073,Banana,75.00
1074,Banana,75.00
1075,Banana,75.00
1076,Banana,75.00
1077,Banana,75.00
1078,Banana,75.00
1079,Banana,75.00
1080,Banana,75.00
1081,Banana,75.00
1082,Banana,75.00
1083,Banana,75.00
1084,Banana,75.00
1085,Banana,75.00
1086,Banana,75.00
1087,Banana,75.00
1088,Banana,75.00
1089,Banana,75.00
1090,Banana,75.00
1091,Banana,75.00
1092,Banana,75.00
1093,Banana,95.00
1094,Banana,95.00
1095,Banana,95.00
1096,Banana,85.00
1097,Banana,85.00
1098,Banana,85.00
1099,Banana,85.00
1100,Banana,85.00
1101,Banana,85.00
1102,Banana,85.00
1103,Banana,85.00
1104,Banana,85.00
1105,Banana,85.00
1106,Banana,85.00
1107,Banana,85.00
1108,Banana,85.00
1109,Banana,85.00
1110,Banana,85.00
1111,Banana,85.00
1112,Banana,85.00
1113,Banana,85.00
1114,Banana,85.00
1115,Banana,85.00
1116,Banana,85.00
1117,Banana,85.00
1118,Banana,85.00
1119,Banana,85.00
1120,Banana,85.00
1121,Banana,85.00
1122,Banana,85.00
1123,Banana,75.00
1124,Banana,85.00
1125,Banana,85.00
1126,Banana,85.00
1127,Banana,85.00
1128,Banana,85.00
1129,Banana,85.00
1130,Banana,85.00
1131,Banana,85.00
1132,Banana,85.00
1133,Banana,85.00
1134,Banana,85.00
1135,Banana,85.00
1136,Banana,95.00
1137,Banana,95.00
1138,Banana,95.00
1139,Banana,95.00
1140,Banana,95.00
1141,Banana,95.00
1142,Banana,95.00
1143,Banana,95.00
1144,Banana,95.00
1145,Banana,95.00
1146,Banana,95.00
1147,Banana,95.00
1148,Banana,95.00
1149,Banana,95.00
1150,Banana,95.00
1151,Banana,95.00
1152,Banana,95.00
1153,Banana,95.00
1154,Banana,95.00
1155,Banana,95.00
1156,Banana,95.00
1157,Banana,95.00
1158,Banana,75.00
1159,Banana,75.00
1160,Banana,75.00
1161,Banana,75.00
1162,Banana,75.00
1163,Banana,75.00
1164,Banana,75.00
1165,Banana,75.00
1166,Banana,75.00
1167,Banana,75.00
1168,Banana,75.00
1169,Banana,75.00
1170,Banana,75.00
1171,Banana,75.00
1172,Banana,75.00
1173,Banana,75.00
1174,Banana,75.00
1175,Banana,85.00
1176,Banana,85.00
1177,Banana,85.00
1178,Banana,85.00
1179,Banana,85.00
1180,Banana,85.00
1181,Banana,85.00
1182,Banana,85.00
1183,Banana,85.00
1184,Banana,85.00
1185,Banana,85.00
1186,Banana,85.00
1187,Banana,85.00
1188,Banana,85.00
1189,Banana,95.00
1190,Banana,95.00
1191,Banana,95.00
1192,Banana,95.00
1193,Banana,95.00
1194,Banana,95.00
1195,Banana,95.00
1196,Banana,95.00
1197,Banana,95.00
1198,Banana,95.00
1199,Banana,95.00
1200,Banana,95.00
1201,Banana,95.00
1202,Banana,85.00
1203,Banana,85.00
1204,Banana,85.00
1205,Banana,85.00
1206,Banana,85.00
1207,Banana,85.00
1208,Banana,85.00
1209,Banana,85.00
1210,Banana,85.00
1211,Banana,75.00
1212,Banana,75.00
1213,Banana,75.00
1214,Banana,75.00
1215,Banana,85.00
1216,Banana,75.00
1217,Banana,75.00
1218,Banana,75.00
1219,Banana,75.00
1220,Banana,75.00
1221,Banana,75.00
1222,Banana,75.00
1223,Banana,75.00
1224,Banana,75.00
1225,Banana,75.00
1226,Banana,85.00
1227,Banana,95.00
1228,Banana,85.00
1229,Banana,95.00
1230,Banana,95.00
1231,Banana,95.00
1232,Banana,95.00
1233,Banana,95.00
1234,Banana,95.00
1235,Banana,95.00
1236,Banana,95.00
1237,Banana,95.00
1238,Banana,95.00
1239,Banana,85.00
1240,Banana,85.00
1241,Banana,75.00
1242,Banana,75.00
1243,Banana,75.00
1244,Banana,75.00
1245,Banana,75.00
1246,Banana,75.00
1247,Banana,85.00
1248,Banana,85.00
1249,Banana,85.00
1250,Banana,85.00
1251,Banana,85.00
1252,Banana,85.00
1253,Banana,75.00
1254,Banana,75.00
1255,Banana,65.00
1256,Banana,75.00
1257,Banana,65.00
1258,Banana,65.00
1259,Banana,75.00
1260,Banana,75.00
